Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
tesla-console-wrap,Tesla Console Wrap,"<p>A Beautiful console wrap designed to match the interior dash of your beautiful tesla. Our engineers have perfected the color to match 1:1 to the interior dash trim of tesla model 3 &amp; model Y. Laser cutting technology ensures perfect finish &amp; marvelous texture, which feels like the wrap came with the car.</p>",Clevisco,"Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor",Tesla Accessories,"Tesla Console Skin Wrap, Tesla Console Skin, Tesla Console Wrap, Console Wrap Tesla, Console Skin Tesla",TRUE,Color,"Wooden Brown, Modern White",,,,,CW,,shopify,4,deny,manual,49,,TRUE,FALSE,7.10594E+11,https://static.wixstatic.com/media/7b3e7f_4e8d8144b0f44dc793a1179e57958650~mv2.jpg,1,Tesla Console Wrap Wooden Brown,FALSE,Tesla Console Wrap,"A Beautiful console wrap designed to match the interior dash of your beautiful tesla. Our engineers have perfected the color to match 1:1 to the interior dash trim of tesla model 3 & model Y. Laser cutting technology ensures perfect finish & marvelous texture, which feels like the wrap came with the car.","Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Décor",,Adult,7.10594E+11,Tesla Accessories,,,,,,,,,https://static.wixstatic.com/media/7b3e7f_4e8d8144b0f44dc793a1179e57958650~mv2.jpg,,,49,49,,active
